center,left,right,label
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_28.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_28.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_28.mp4,28
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_29.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_29.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_29.mp4,29
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_30.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_30.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_30.mp4,30
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_31.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_31.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_31.mp4,31
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_32.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_32.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_32.mp4,32
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_33.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_33.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_33.mp4,33
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_34.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_34.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_34.mp4,34
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_35.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_35.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_35.mp4,35
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_36.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_36.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_36.mp4,36
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_37.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_37.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_37.mp4,37
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_38.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_38.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_38.mp4,38
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_39.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_39.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_39.mp4,39
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_40.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_40.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_40.mp4,40
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_41.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_41.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_41.mp4,41
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_42.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_42.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_42.mp4,42
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_43.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_43.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_43.mp4,43
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_44.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_44.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_44.mp4,44
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_45.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_45.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_45.mp4,45
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_46.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_46.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_46.mp4,46
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_47.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_47.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_47.mp4,47
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_48.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_48.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_48.mp4,48
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_49.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_49.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_49.mp4,49
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_50.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_50.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_50.mp4,50
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_51.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_51.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_51.mp4,51
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_52.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_52.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_52.mp4,52
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_53.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_53.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_53.mp4,53
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_54.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_54.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_54.mp4,54
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_55.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_55.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_55.mp4,55
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_56.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_56.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_56.mp4,56
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_57.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_57.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_57.mp4,57
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_58.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_58.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_58.mp4,58
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_59.mp4,29_Thao_1-60_7-8-9_0119___left_device31_1_signer29_left_ord1_59.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_59.mp4,59
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_71.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_71.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_71.mp4,71
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_72.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_72.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_72.mp4,72
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_73.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_73.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_73.mp4,73
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_74.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_74.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_74.mp4,74
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_75.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_75.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_75.mp4,75
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_76.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_76.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_76.mp4,76
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_77.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_77.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_77.mp4,77
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_78.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_78.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_78.mp4,78
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_79.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_79.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_79.mp4,79
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_80.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_80.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_80.mp4,80
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_81.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_81.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_81.mp4,81
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_82.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_82.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_82.mp4,82
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_83.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_83.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_83.mp4,83
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_84.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_84.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_84.mp4,84
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_85.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_85.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_85.mp4,85
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_86.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_86.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_86.mp4,86
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_87.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_87.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_87.mp4,87
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_88.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_88.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_88.mp4,88
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_89.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_89.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_89.mp4,89
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_90.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_90.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_90.mp4,90
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_91.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_91.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_91.mp4,91
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_92.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_92.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_92.mp4,92
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_93.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_93.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_93.mp4,93
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_94.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_94.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_94.mp4,94
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_95.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_95.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_95.mp4,95
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_96.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_96.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_96.mp4,96
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_97.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_97.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_97.mp4,97
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_98.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_98.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_98.mp4,98
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_99.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_99.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_99.mp4,99
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_100.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_100.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_100.mp4,100
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_101.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_101.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_101.mp4,101
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_102.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_102.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_102.mp4,102
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_103.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_103.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_103.mp4,103
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_104.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_104.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_104.mp4,104
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_105.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_105.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_105.mp4,105
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_106.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_106.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_106.mp4,106
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_107.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_107.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_107.mp4,107
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_108.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_108.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_108.mp4,108
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_109.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_109.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_109.mp4,109
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_110.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_110.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_110.mp4,110
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_111.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_111.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_111.mp4,111
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_112.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_112.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_112.mp4,112
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_113.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_113.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_113.mp4,113
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_114.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_114.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_114.mp4,114
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_115.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_115.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_115.mp4,115
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_116.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_116.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_116.mp4,116
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_117.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_117.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_117.mp4,117
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_118.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_118.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_118.mp4,118
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_119.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_119.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_119.mp4,119
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_120.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_120.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_120.mp4,120
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_121.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_121.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_121.mp4,121
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_122.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_122.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_122.mp4,122
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_123.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_123.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_123.mp4,123
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_124.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_124.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_124.mp4,124
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_125.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_125.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_125.mp4,125
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_126.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_126.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_126.mp4,126
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_127.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_127.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_127.mp4,127
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_128.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_128.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_128.mp4,128
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_129.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_129.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_129.mp4,129
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_130.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_130.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_130.mp4,130
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_131.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_131.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_131.mp4,131
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_132.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_132.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_132.mp4,132
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_133.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_133.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_133.mp4,133
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_134.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_134.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_134.mp4,134
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_135.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_135.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_135.mp4,135
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_136.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_136.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_136.mp4,136
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_137.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_137.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_137.mp4,137
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_138.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_138.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_138.mp4,138
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_139.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_139.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_139.mp4,139
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_140.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_140.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_140.mp4,140
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_141.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_141.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_141.mp4,141
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_142.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_142.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_142.mp4,142
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_143.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_143.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_143.mp4,143
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_144.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_144.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_144.mp4,144
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_145.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_145.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_145.mp4,145
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_146.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_146.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_146.mp4,146
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_147.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_147.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_147.mp4,147
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_148.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_148.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_148.mp4,148
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_149.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_149.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_149.mp4,149
29_Thao_1-200_7-8-9_0119___center_device39_signer29_center_ord1_150.mp4,29_Thao_71-200_7-8-9_0119___left_device40_2_signer29_left_ord1_150.mp4,29_Thao_1-200_7-8-9_0119___right_device26_signer29_right_ord1_150.mp4,150
